+-----------------------------------------------------+-----------------+---------+
|                        State                        |      Action     | Q-Value |
|   (2, 4, 0, False, True, True, False, False, True)  |    Actions.UP   |  -0.66  |
|   (1, 4, 0, False, True, True, False, False, True)  |   Actions.LEFT  |  -0.35  |
|   (1, 3, 0, False, True, True, False, False, True)  |  Actions.RIGHT  |   -0.3  |
|   (1, 4, 0, False, True, True, False, False, True)  |    Actions.UP   |  -0.51  |
|   (0, 4, 0, False, True, True, False, False, True)  |  Actions.PICKUP |   8.44  |
|   (0, 2, 1, False, True, True, False, False, True)  |   Actions.DOWN  |  -0.38  |
|   (2, 1, 1, False, True, True, False, False, True)  |   Actions.DOWN  |  -0.97  |
|   (2, 1, 1, False, True, True, False, False, True)  |  Actions.RIGHT  |   -0.3  |
|   (2, 2, 1, False, True, True, False, False, True)  |   Actions.DOWN  |  -0.38  |
|   (3, 2, 1, False, True, True, False, False, True)  |   Actions.LEFT  |   -0.3  |
|   (3, 1, 1, False, True, True, False, False, True)  |   Actions.DOWN  |  -0.81  |
|   (3, 1, 1, False, True, True, False, False, True)  |   Actions.LEFT  |   -0.3  |
|   (3, 0, 1, False, True, True, False, False, True)  |  Actions.RIGHT  |   -0.3  |
|   (4, 2, 1, False, True, True, False, False, True)  |  Actions.RIGHT  |   -0.4  |
|   (3, 3, 1, False, True, True, False, False, True)  |   Actions.LEFT  |  -0.38  |
|   (0, 3, 0, False, True, True, False, False, True)  |  Actions.RIGHT  |   -0.3  |
|   (0, 2, 1, False, True, True, False, True, True)   |   Actions.DOWN  |  -0.51  |
|   (1, 2, 1, False, True, True, False, True, True)   |  Actions.RIGHT  |   -0.3  |
|   (1, 3, 1, False, True, True, False, True, True)   |    Actions.UP   |   -0.3  |
|   (0, 3, 1, False, True, True, False, True, True)   |   Actions.DOWN  |   -0.3  |
|   (1, 3, 1, False, True, True, False, True, True)   |   Actions.LEFT  |   -0.3  |
|   (1, 2, 1, False, True, True, False, True, True)   |    Actions.UP   |  -0.62  |
|   (1, 2, 1, False, True, True, False, True, True)   |   Actions.DOWN  |   -0.3  |
|   (2, 2, 1, False, True, True, False, True, True)   |   Actions.DOWN  |   -0.3  |
|   (3, 2, 1, False, True, True, False, True, True)   |   Actions.LEFT  |  -0.51  |
|   (3, 1, 1, False, True, True, False, True, True)   |  Actions.RIGHT  |  -0.66  |
|   (3, 1, 1, False, True, True, False, True, True)   |   Actions.LEFT  |  -0.51  |
| (2, 0, 1, False, False, False, False, False, False) |    Actions.UP   |  -0.24  |
| (4, 4, 1, False, False, False, False, False, False) |   Actions.LEFT  |  -0.92  |
|  (3, 1, 0, False, False, True, False, False, False) |    Actions.UP   |  -0.74  |
|  (2, 1, 0, False, False, True, False, False, False) |   Actions.DOWN  |  -0.54  |
|  (2, 1, 0, False, False, True, False, False, False) |  Actions.RIGHT  |   -0.3  |
|  (2, 2, 0, False, False, True, False, False, False) |  Actions.RIGHT  |  -0.34  |
|  (1, 3, 1, False, False, True, False, False, False) |    Actions.UP   |   -0.3  |
|  (0, 3, 1, False, False, True, False, False, False) |  Actions.RIGHT  |   -0.3  |
|  (0, 4, 1, False, False, True, False, False, False) |   Actions.LEFT  |   -0.3  |
|  (0, 1, 1, False, True, True, False, False, False)  |   Actions.DOWN  |  -0.51  |
|  (1, 1, 1, False, True, True, False, False, False)  |    Actions.UP   |   -0.3  |
|  (0, 1, 1, False, True, True, False, False, False)  |  Actions.RIGHT  |   -0.3  |
|  (0, 2, 1, False, True, True, False, False, False)  |   Actions.DOWN  |  -0.51  |
|  (1, 2, 1, False, True, True, False, False, False)  |    Actions.UP   |  -0.38  |
|  (1, 2, 1, False, True, True, False, False, False)  |   Actions.DOWN  |   -0.3  |
|  (2, 1, 1, False, True, True, False, False, False)  |   Actions.LEFT  |   -0.3  |
|  (2, 0, 1, False, True, True, False, False, False)  |   Actions.DOWN  |  -0.34  |
|  (0, 2, 0, False, True, True, False, False, False)  |  Actions.RIGHT  |   -0.3  |
|  (0, 3, 0, False, True, True, False, False, False)  |  Actions.RIGHT  |   -0.3  |
|  (1, 1, 1, False, True, True, False, False, False)  |   Actions.LEFT  |   -0.3  |
|  (1, 0, 1, False, True, True, False, False, False)  |   Actions.DOWN  |   -0.3  |
|   (2, 0, 0, False, True, True, False, True, False)  |    Actions.UP   |   -0.3  |
|   (1, 0, 0, False, True, True, False, True, False)  |    Actions.UP   |   -0.3  |
|   (0, 0, 0, False, True, True, False, True, False)  |   Actions.DOWN  |   -0.3  |
|   (1, 0, 0, False, True, True, False, True, False)  |   Actions.DOWN  |   -0.3  |
|   (2, 0, 0, False, True, True, False, True, False)  |   Actions.DOWN  |  -0.51  |
|   (3, 0, 0, False, True, True, False, True, False)  |    Actions.UP   |   -0.3  |
|   (3, 0, 0, False, True, True, False, True, False)  |   Actions.DOWN  |   -0.3  |
|   (4, 0, 0, False, True, True, False, True, False)  |  Actions.RIGHT  |   -0.3  |
|   (4, 1, 0, False, True, True, False, True, False)  |  Actions.RIGHT  |   -0.3  |
|   (4, 2, 0, False, True, True, False, True, False)  |    Actions.UP   |   -0.3  |
|   (3, 2, 0, False, True, True, False, True, False)  |    Actions.UP   |  -0.51  |
|   (2, 2, 0, False, True, True, False, True, False)  |   Actions.LEFT  |   -0.3  |
|   (2, 1, 0, False, True, True, False, True, False)  |    Actions.UP   |  -0.51  |
|   (1, 1, 0, False, True, True, False, True, False)  |   Actions.LEFT  |   -0.3  |
|   (1, 0, 0, False, True, True, False, True, False)  |  Actions.RIGHT  |   -0.3  |
|   (1, 1, 0, False, True, True, False, True, False)  |    Actions.UP   |  -0.51  |
|   (0, 1, 0, False, True, True, False, True, False)  |   Actions.LEFT  |  -0.66  |
|   (0, 0, 0, False, True, True, False, True, False)  |  Actions.RIGHT  |  -0.66  |
|   (0, 1, 0, False, True, True, False, True, False)  |  Actions.RIGHT  |   -0.3  |
|   (0, 2, 0, False, True, True, False, True, False)  |   Actions.DOWN  |  -0.71  |
|   (1, 2, 0, False, True, True, False, True, False)  |  Actions.RIGHT  |  -0.51  |
|   (1, 3, 0, False, True, True, False, True, False)  |   Actions.LEFT  |  -0.51  |
|   (1, 2, 0, False, True, True, False, True, False)  |    Actions.UP   |  -0.66  |
|   (0, 2, 0, False, True, True, False, True, False)  |  Actions.RIGHT  |  -0.55  |
|   (0, 3, 0, False, True, True, False, True, False)  |   Actions.LEFT  |   -0.3  |
|   (0, 3, 0, False, True, True, False, True, False)  |  Actions.RIGHT  |   -0.3  |
|   (0, 4, 1, True, True, True, False, True, False)   |   Actions.LEFT  |   -0.3  |
|  (4, 2, 1, False, False, False, False, False, True) |    Actions.UP   |   -0.3  |
|  (3, 2, 1, False, False, False, False, False, True) |    Actions.UP   |   -0.3  |
|  (2, 2, 1, False, False, False, False, False, True) |  Actions.RIGHT  |  -0.34  |
|  (1, 2, 1, False, False, True, False, False, True)  |    Actions.UP   |   -0.3  |
|  (0, 2, 1, False, False, True, False, False, True)  |  Actions.RIGHT  |   -0.3  |
|  (1, 4, 1, False, False, True, False, False, True)  |   Actions.LEFT  |  -0.86  |
|  (2, 2, 1, False, False, True, False, False, True)  |   Actions.LEFT  |   -0.3  |
|  (2, 3, 0, False, False, True, False, False, True)  |  Actions.RIGHT  |   -0.3  |
|  (2, 4, 0, False, False, True, False, False, True)  |   Actions.LEFT  |  -0.34  |
|  (0, 4, 1, False, False, True, False, False, True)  |   Actions.DOWN  |   -0.3  |
|  (3, 0, 1, False, False, True, False, False, True)  |  Actions.RIGHT  |  -0.34  |
|  (2, 0, 0, False, False, True, False, False, True)  |  Actions.RIGHT  |  -1.08  |
|  (2, 2, 0, False, False, True, False, False, True)  |   Actions.DOWN  |  -0.56  |
|  (3, 2, 0, False, False, True, False, False, True)  |    Actions.UP   |  -0.34  |
|  (3, 1, 0, False, False, True, False, False, True)  |   Actions.DOWN  |  -0.51  |
|  (4, 0, 0, False, False, True, False, False, True)  |    Actions.UP   |   -0.6  |
|  (3, 1, 0, False, False, True, False, False, True)  |   Actions.LEFT  |  -0.86  |
|  (3, 0, 0, False, False, True, False, False, True)  |    Actions.UP   |  -1.18  |
|  (1, 0, 0, False, False, True, False, False, True)  |    Actions.UP   |  -0.55  |
|  (0, 0, 0, False, False, True, False, False, True)  |  Actions.RIGHT  |  -0.66  |
|  (0, 1, 0, False, False, True, False, False, True)  |   Actions.DOWN  |   -0.3  |
|  (3, 2, 0, False, False, True, False, False, True)  |  Actions.RIGHT  |  -0.34  |
|  (2, 2, 0, False, False, True, False, False, True)  |    Actions.UP   |   -0.3  |
|  (1, 1, 0, False, False, True, False, False, True)  |    Actions.UP   |  -0.51  |
|  (2, 4, 1, False, True, False, False, False, False) |   Actions.LEFT  |  -0.59  |
|  (2, 2, 1, False, True, False, False, False, False) |   Actions.LEFT  |   -0.3  |
|  (2, 1, 1, False, True, False, False, False, False) |    Actions.UP   |  -0.34  |
|  (1, 1, 1, False, True, False, False, False, False) |   Actions.LEFT  |   -0.3  |
|  (1, 0, 1, False, True, False, False, False, False) |   Actions.DOWN  |   -0.3  |
|  (2, 0, 1, False, True, False, False, False, False) | Actions.DROPOFF |   6.58  |
|  (2, 0, 0, False, True, False, False, False, False) |    Actions.UP   |  -0.56  |
|  (1, 0, 0, False, True, False, False, False, False) |  Actions.RIGHT  |   -0.7  |
|  (1, 1, 0, False, True, False, False, False, False) |    Actions.UP   |  -0.62  |
|  (0, 1, 0, False, True, False, False, False, False) |   Actions.DOWN  |  -0.73  |
|  (1, 1, 0, False, True, False, False, False, False) |   Actions.LEFT  |   -0.3  |
|  (1, 1, 0, False, True, False, False, False, False) |   Actions.DOWN  |  -0.69  |
|  (2, 1, 0, False, True, False, True, False, False)  |   Actions.DOWN  |   -0.3  |
|  (3, 1, 0, False, True, False, True, False, False)  |   Actions.DOWN  |   -0.3  |
|  (4, 1, 0, False, True, False, True, False, False)  |  Actions.PICKUP |   3.9   |
|  (4, 1, 1, False, True, False, True, False, False)  |  Actions.RIGHT  |   -0.3  |
|  (4, 2, 1, False, True, False, True, False, False)  |    Actions.UP   |   -0.3  |
|  (3, 2, 1, False, True, False, True, False, False)  |   Actions.LEFT  |   -0.3  |
|  (3, 1, 1, False, True, False, True, False, False)  |   Actions.LEFT  |  -0.55  |
|  (3, 0, 1, False, True, False, True, False, False)  |  Actions.RIGHT  |  -0.51  |
|  (3, 1, 1, False, True, False, True, False, False)  |  Actions.RIGHT  |   -0.3  |
|  (3, 2, 1, False, True, False, True, False, False)  |    Actions.UP   |   -0.3  |
|  (2, 2, 1, False, True, False, True, False, False)  |    Actions.UP   |  -0.73  |
|  (1, 2, 1, False, True, False, True, False, False)  |    Actions.UP   |  -0.73  |
|  (0, 2, 1, False, True, False, True, False, False)  |  Actions.RIGHT  |  -0.51  |
|  (0, 3, 1, False, True, False, True, False, False)  |  Actions.RIGHT  |  -0.51  |
|  (0, 4, 1, False, True, False, True, False, False)  |   Actions.LEFT  |  -0.51  |
|  (0, 3, 1, False, True, False, True, False, False)  |   Actions.DOWN  |   -0.3  |
|  (1, 3, 1, False, True, False, True, False, False)  |   Actions.LEFT  |  -0.55  |
|  (0, 3, 1, False, True, False, True, False, False)  |   Actions.LEFT  |  -0.51  |
|  (0, 2, 1, False, True, False, True, False, False)  |   Actions.DOWN  |  -0.73  |
|  (1, 2, 1, False, True, False, True, False, False)  |   Actions.LEFT  |  -0.51  |
|  (1, 1, 1, False, True, False, True, False, False)  |   Actions.DOWN  |   -0.3  |
|  (2, 1, 1, False, True, False, True, False, False)  |   Actions.DOWN  |  -0.34  |
|  (3, 1, 1, False, True, False, True, False, False)  |    Actions.UP   |   -0.3  |
|  (2, 1, 1, False, True, False, True, False, False)  |    Actions.UP   |   -0.3  |
|  (1, 1, 1, False, True, False, True, False, False)  |  Actions.RIGHT  |   -0.3  |
|  (1, 2, 1, False, True, False, True, False, False)  |   Actions.DOWN  |  -0.51  |
|  (2, 2, 1, False, True, False, True, False, False)  |  Actions.RIGHT  |   -0.3  |
|  (2, 3, 1, False, True, False, True, False, False)  |    Actions.UP   |   -0.3  |
|  (1, 3, 1, False, True, False, True, False, False)  |   Actions.DOWN  |   -0.3  |
|  (2, 3, 1, False, True, False, True, False, False)  |   Actions.LEFT  |   -0.3  |
|  (1, 2, 1, False, True, False, True, False, False)  |  Actions.RIGHT  |  -0.51  |
|  (1, 3, 1, False, True, False, True, False, False)  |    Actions.UP   |   -0.3  |
|  (0, 4, 1, False, True, False, True, False, False)  |   Actions.DOWN  |  -0.51  |
|  (1, 4, 1, False, True, False, True, False, False)  |    Actions.UP   |  -0.51  |
|  (1, 1, 1, False, True, False, True, False, False)  |   Actions.LEFT  |   -0.3  |
|  (1, 0, 1, False, True, False, True, False, False)  |   Actions.DOWN  |   -0.3  |
|  (2, 0, 1, False, True, False, True, False, False)  | Actions.DROPOFF |   3.9   |
|  (2, 0, 0, False, True, False, True, False, False)  |    Actions.UP   |   -0.3  |
|  (1, 0, 0, False, True, False, True, False, False)  |  Actions.RIGHT  |   -0.3  |
|  (1, 1, 0, False, True, False, True, False, False)  |   Actions.LEFT  |   -0.3  |
|  (1, 0, 0, False, True, False, True, False, False)  |    Actions.UP   |   -0.3  |
|   (0, 0, 0, False, True, False, True, True, False)  |  Actions.RIGHT  |   -0.3  |
|   (0, 1, 0, False, True, False, True, True, False)  |  Actions.RIGHT  |   -0.3  |
|   (0, 2, 0, False, True, False, True, True, False)  |  Actions.RIGHT  |  -0.51  |
|   (0, 3, 0, False, True, False, True, True, False)  |   Actions.LEFT  |  -0.51  |
|   (0, 2, 0, False, True, False, True, True, False)  |   Actions.DOWN  |   -0.3  |
|   (1, 2, 0, False, True, False, True, True, False)  |   Actions.LEFT  |   -0.3  |
|   (1, 1, 0, False, True, False, True, True, False)  |  Actions.RIGHT  |  -0.34  |
|   (1, 2, 0, False, True, False, True, True, False)  |  Actions.RIGHT  |   -0.3  |
|   (1, 3, 0, False, True, False, True, True, False)  |  Actions.RIGHT  |   -0.3  |
|   (1, 4, 0, False, True, False, True, True, False)  |   Actions.LEFT  |   -0.3  |
|   (1, 3, 0, False, True, False, True, True, False)  |   Actions.LEFT  |   -0.3  |
|   (1, 2, 0, False, True, False, True, True, False)  |    Actions.UP   |   -0.3  |
|   (0, 2, 0, False, True, False, True, True, False)  |   Actions.LEFT  |   -0.3  |
|   (0, 1, 0, False, True, False, True, True, False)  |   Actions.LEFT  |   -0.3  |
|   (0, 0, 0, False, True, False, True, True, False)  |   Actions.DOWN  |   -0.3  |
|   (1, 0, 0, False, True, False, True, True, False)  |   Actions.DOWN  |   -0.3  |
|   (2, 0, 0, False, True, False, True, True, False)  |  Actions.RIGHT  |   -0.3  |
|   (2, 1, 0, False, True, False, True, True, False)  |   Actions.LEFT  |   -0.3  |
|   (2, 0, 0, False, True, False, True, True, False)  |   Actions.DOWN  |   -0.3  |
|   (3, 0, 0, False, True, False, True, True, False)  |   Actions.DOWN  |   -0.3  |
|   (4, 0, 0, False, True, False, True, True, False)  |  Actions.RIGHT  |   -0.3  |
|   (4, 1, 0, False, True, False, True, True, False)  |  Actions.PICKUP |   3.9   |
|   (4, 1, 1, False, True, True, True, True, False)   |   Actions.LEFT  |   -0.3  |
|   (4, 0, 1, False, True, True, True, True, False)   |    Actions.UP   |  -0.51  |
|   (3, 0, 1, False, True, True, True, True, False)   |    Actions.UP   |  -0.51  |
|   (2, 0, 1, False, True, True, True, True, False)   |    Actions.UP   |  -0.51  |
|   (1, 0, 1, False, True, True, True, True, False)   |   Actions.DOWN  |  -0.59  |
|   (2, 0, 1, False, True, True, True, True, False)   |   Actions.DOWN  |   -0.3  |
|   (3, 0, 1, False, True, True, True, True, False)   |   Actions.DOWN  |   -0.3  |
|   (2, 0, 1, False, True, True, True, True, False)   |  Actions.RIGHT  |   -0.3  |
|   (2, 1, 1, False, True, True, True, True, False)   |   Actions.DOWN  |   -0.3  |
|   (3, 1, 1, False, True, True, True, True, False)   |  Actions.RIGHT  |   -0.3  |
|   (3, 2, 1, False, True, True, True, True, False)   |    Actions.UP   |   -0.3  |
|   (2, 2, 1, False, True, True, True, True, False)   |   Actions.LEFT  |   -0.3  |
|   (2, 1, 1, False, True, True, True, True, False)   |  Actions.RIGHT  |   -0.3  |
|   (2, 2, 1, False, True, True, True, True, False)   |   Actions.DOWN  |   -0.3  |
|   (3, 2, 1, False, True, True, True, True, False)   |   Actions.DOWN  |  -0.51  |
|   (4, 2, 1, False, True, True, True, True, False)   |  Actions.RIGHT  |  -0.66  |
|   (4, 3, 1, False, True, True, True, True, False)   |    Actions.UP   |   -0.3  |
|   (3, 3, 1, False, True, True, True, True, False)   |   Actions.LEFT  |   -0.3  |
|   (4, 2, 1, False, True, True, True, True, False)   |   Actions.LEFT  |  -0.66  |
|   (4, 1, 1, False, True, True, True, True, False)   |  Actions.RIGHT  |  -0.66  |
|   (4, 3, 1, False, True, True, True, True, False)   |   Actions.LEFT  |   -0.3  |
|   (4, 3, 1, False, True, True, True, True, False)   |  Actions.RIGHT  |   -0.3  |
|   (4, 4, 1, False, True, True, True, True, False)   |    Actions.UP   |   -0.3  |
|   (3, 4, 1, False, True, True, True, True, False)   | Actions.DROPOFF |   3.9   |
|   (3, 4, 0, False, True, True, True, True, False)   |   Actions.DOWN  |   -0.3  |
|   (4, 4, 0, False, True, True, True, True, False)   |   Actions.LEFT  |   -0.3  |
|   (4, 3, 0, False, True, True, True, True, False)   |   Actions.LEFT  |   -0.3  |
|   (4, 2, 0, False, True, True, True, True, False)   |   Actions.LEFT  |  -0.51  |
|   (4, 1, 0, False, True, True, True, True, False)   |   Actions.LEFT  |   -0.8  |
|   (4, 0, 0, False, True, True, True, True, False)   |  Actions.RIGHT  |  -0.51  |
|   (4, 1, 0, False, True, True, True, True, False)   |    Actions.UP   |   -0.3  |
|   (3, 1, 0, False, True, True, True, True, False)   |  Actions.RIGHT  |   -0.3  |
|   (3, 2, 0, False, True, True, True, True, False)   |   Actions.LEFT  |   -0.3  |
|   (3, 1, 0, False, True, True, True, True, False)   |   Actions.DOWN  |  -0.51  |
|   (4, 1, 0, False, True, True, True, True, False)   |  Actions.RIGHT  |   -0.3  |
|   (4, 0, 0, False, True, True, True, True, False)   |    Actions.UP   |  -0.55  |
|   (3, 0, 0, False, True, True, True, True, False)   |  Actions.RIGHT  |   -0.3  |
|   (3, 1, 0, False, True, True, True, True, False)   |   Actions.LEFT  |  -0.55  |
|   (3, 0, 0, False, True, True, True, True, False)   |    Actions.UP   |  -0.76  |
|   (2, 0, 0, False, True, True, True, True, False)   |  Actions.RIGHT  |  -0.66  |
|   (2, 1, 0, False, True, True, True, True, False)   |   Actions.DOWN  |  -0.54  |
|   (2, 0, 0, False, True, True, True, True, False)   |    Actions.UP   |   -0.3  |
|   (1, 0, 0, False, True, True, True, True, False)   |    Actions.UP   |  -0.51  |
|   (0, 0, 0, False, True, True, True, True, False)   |  Actions.RIGHT  |  -0.51  |
|   (0, 1, 0, False, True, True, True, True, False)   |   Actions.LEFT  |  -0.55  |
|   (0, 0, 0, False, True, True, True, True, False)   |   Actions.DOWN  |  -0.51  |
|   (1, 0, 0, False, True, True, True, True, False)   |   Actions.DOWN  |   -0.3  |
|   (2, 0, 0, False, True, True, True, True, False)   |   Actions.DOWN  |   -0.3  |
|   (2, 1, 0, False, True, True, True, True, False)   |    Actions.UP   |   -0.3  |
|   (1, 1, 0, False, True, True, True, True, False)   |  Actions.RIGHT  |   -0.3  |
|   (1, 2, 0, False, True, True, True, True, False)   |   Actions.LEFT  |   -0.3  |
|   (1, 1, 0, False, True, True, True, True, False)   |   Actions.LEFT  |   -0.3  |
|   (0, 1, 0, False, True, True, True, True, False)   |   Actions.DOWN  |   -0.3  |
|   (1, 1, 0, False, True, True, True, True, False)   |   Actions.DOWN  |  -0.34  |
|   (2, 1, 0, False, True, True, True, True, False)   |  Actions.RIGHT  |  -0.51  |
|   (2, 2, 0, False, True, True, True, True, False)   |   Actions.LEFT  |  -0.34  |
|   (2, 2, 0, False, True, True, True, True, False)   |    Actions.UP   |   -0.3  |
|   (1, 2, 0, False, True, True, True, True, False)   |    Actions.UP   |   -0.3  |
|   (0, 2, 0, False, True, True, True, True, False)   |  Actions.RIGHT  |  -0.51  |
|   (0, 3, 0, False, True, True, True, True, False)   |   Actions.DOWN  |   -0.3  |
|   (1, 3, 0, False, True, True, True, True, False)   |  Actions.RIGHT  |   -0.3  |
|   (1, 4, 0, False, True, True, True, True, False)   |    Actions.UP   |   -0.3  |
|   (0, 4, 0, False, True, True, True, True, False)   |  Actions.PICKUP |   3.9   |
|    (0, 4, 1, True, True, True, True, True, False)   |   Actions.DOWN  |  -0.83  |
|    (1, 4, 1, True, True, True, True, True, False)   |   Actions.DOWN  |  -0.51  |
|    (2, 4, 1, True, True, True, True, True, False)   |    Actions.UP   |  -0.51  |
|    (1, 4, 1, True, True, True, True, True, False)   |    Actions.UP   |  -0.83  |
|    (1, 4, 1, True, True, True, True, True, False)   |   Actions.LEFT  |  -0.66  |
|    (1, 3, 1, True, True, True, True, True, False)   |  Actions.RIGHT  |  -0.66  |
|    (0, 4, 1, True, True, True, True, True, False)   |   Actions.LEFT  |  -0.87  |
|    (0, 3, 1, True, True, True, True, True, False)   |   Actions.DOWN  |  -1.02  |
|    (1, 3, 1, True, True, True, True, True, False)   |   Actions.LEFT  |  -0.84  |
|    (1, 2, 1, True, True, True, True, True, False)   |   Actions.DOWN  |   -0.7  |
|    (2, 2, 1, True, True, True, True, True, False)   |    Actions.UP   |  -0.51  |
|    (1, 2, 1, True, True, True, True, True, False)   |   Actions.LEFT  |   -0.3  |
|    (1, 1, 1, True, True, True, True, True, False)   |  Actions.RIGHT  |  -0.63  |
|    (2, 2, 1, True, True, True, True, True, False)   |   Actions.LEFT  |  -0.66  |
|    (2, 1, 1, True, True, True, True, True, False)   |   Actions.DOWN  |  -0.55  |
|    (3, 1, 1, True, True, True, True, True, False)   |   Actions.LEFT  |  -0.51  |
|    (3, 0, 1, True, True, True, True, True, False)   |  Actions.RIGHT  |  -0.51  |
|    (3, 1, 1, True, True, True, True, True, False)   |  Actions.RIGHT  |   -0.3  |
|    (3, 2, 1, True, True, True, True, True, False)   |    Actions.UP   |  -0.51  |
|    (1, 2, 1, True, True, True, True, True, False)   |    Actions.UP   |  -0.94  |
|    (0, 2, 1, True, True, True, True, True, False)   |  Actions.RIGHT  |  -0.86  |
|    (0, 3, 1, True, True, True, True, True, False)   |  Actions.RIGHT  |  -0.83  |
|    (1, 3, 1, True, True, True, True, True, False)   |    Actions.UP   |  -0.91  |
|    (0, 3, 1, True, True, True, True, True, False)   |   Actions.LEFT  |  -0.73  |
|    (1, 2, 1, True, True, True, True, True, False)   |  Actions.RIGHT  |  -0.59  |
|    (1, 3, 1, True, True, True, True, True, False)   |   Actions.DOWN  |   -0.3  |
|    (2, 3, 1, True, True, True, True, True, False)   |   Actions.LEFT  |   -0.3  |
|    (2, 2, 1, True, True, True, True, True, False)   |   Actions.DOWN  |   -0.3  |
|    (2, 1, 1, True, True, True, True, True, False)   |   Actions.LEFT  |  -0.84  |
|    (2, 0, 1, True, True, True, True, True, False)   |    Actions.UP   |  -0.66  |
|    (1, 0, 1, True, True, True, True, True, False)   |    Actions.UP   |  -0.66  |
|    (0, 0, 1, True, True, True, True, True, False)   |  Actions.RIGHT  |  -1.01  |
|    (0, 1, 1, True, True, True, True, True, False)   |  Actions.RIGHT  |  -0.83  |
|    (0, 2, 1, True, True, True, True, True, False)   |   Actions.LEFT  |  -0.95  |
|    (2, 1, 1, True, True, True, True, True, False)   |  Actions.RIGHT  |   -0.3  |
|    (2, 2, 1, True, True, True, True, True, False)   |  Actions.RIGHT  |   -0.3  |
|    (2, 3, 1, True, True, True, True, True, False)   |  Actions.RIGHT  |   -0.3  |
|    (0, 2, 1, True, True, True, True, True, False)   |   Actions.DOWN  |  -0.62  |
|    (0, 1, 1, True, True, True, True, True, False)   |   Actions.LEFT  |  -0.92  |
|    (0, 1, 1, True, True, True, True, True, False)   |   Actions.DOWN  |  -0.51  |
|    (0, 0, 1, True, True, True, True, True, False)   |   Actions.DOWN  |  -0.51  |
|    (1, 0, 1, True, True, True, True, True, False)   |   Actions.DOWN  |   -0.3  |
|    (1, 0, 1, True, True, True, True, True, False)   |  Actions.RIGHT  |   -0.3  |
|    (1, 1, 1, True, True, True, True, True, False)   |    Actions.UP   |   -0.3  |
|    (1, 1, 1, True, True, True, True, True, False)   |   Actions.DOWN  |  -0.34  |
|    (3, 0, 1, True, True, True, True, True, False)   |   Actions.DOWN  |   -0.3  |
|    (4, 0, 1, True, True, True, True, True, False)   |    Actions.UP   |  -0.34  |
|    (3, 1, 1, True, True, True, True, True, False)   |    Actions.UP   |   -0.3  |
|    (2, 0, 1, True, True, True, True, True, False)   |   Actions.DOWN  |  -0.51  |
|    (3, 0, 1, True, True, True, True, True, False)   |    Actions.UP   |  -0.59  |
|    (2, 0, 1, True, True, True, True, True, False)   |  Actions.RIGHT  |  -0.55  |
|    (2, 4, 1, True, True, True, True, True, False)   |   Actions.DOWN  |   -0.3  |
|  (0, 4, 1, False, True, False, False, False, False) |   Actions.LEFT  |  -0.34  |
|  (0, 2, 1, False, True, False, False, False, False) |   Actions.DOWN  |   -0.3  |
|  (2, 2, 1, False, True, False, False, False, False) |    Actions.UP   |   -0.3  |
|  (1, 2, 1, False, True, False, False, False, False) |  Actions.RIGHT  |   -0.3  |
|  (1, 3, 1, False, True, False, False, False, False) |   Actions.LEFT  |  -0.51  |
|  (1, 2, 1, False, True, False, False, False, False) |   Actions.LEFT  |   -0.3  |
|  (1, 1, 1, True, True, False, False, False, False)  |  Actions.RIGHT  |   -0.3  |
|  (1, 2, 1, True, True, False, False, False, False)  |  Actions.RIGHT  |   -0.3  |
|  (1, 3, 1, True, True, False, False, False, False)  |  Actions.RIGHT  |   -0.3  |
|  (1, 4, 1, True, True, False, False, False, False)  |   Actions.DOWN  |  -0.51  |
|  (2, 4, 1, True, True, False, False, False, False)  |    Actions.UP   |   -0.3  |
|  (2, 4, 1, True, True, False, False, False, False)  |   Actions.DOWN  |   -0.3  |
|  (3, 4, 1, True, True, False, False, False, False)  | Actions.DROPOFF |   3.9   |
|   (3, 4, 0, True, True, False, False, False, True)  |   Actions.DOWN  |  -0.89  |
|   (4, 4, 0, True, True, False, False, False, True)  |    Actions.UP   |  -0.92  |
|   (3, 4, 0, True, True, False, False, False, True)  |   Actions.LEFT  |  -0.75  |
|   (3, 3, 0, True, True, False, False, False, True)  |   Actions.LEFT  |   -0.3  |
|   (3, 2, 0, True, True, False, False, False, True)  |  Actions.RIGHT  |   -0.3  |
|   (3, 3, 0, True, True, False, False, False, True)  |  Actions.RIGHT  |  -0.62  |
|   (3, 4, 0, True, True, False, False, False, True)  |    Actions.UP   |   -0.7  |
|   (2, 4, 0, True, True, False, False, False, True)  |   Actions.DOWN  |  -0.76  |
|   (3, 3, 0, True, True, False, False, False, True)  |   Actions.DOWN  |  -0.76  |
|   (4, 3, 0, True, True, False, False, False, True)  |   Actions.LEFT  |  -0.51  |
|   (4, 2, 0, True, True, False, False, False, True)  |  Actions.RIGHT  |  -0.34  |
|   (4, 3, 0, True, True, False, False, False, True)  |    Actions.UP   |  -0.73  |
|   (3, 3, 0, True, True, False, False, False, True)  |    Actions.UP   |  -0.94  |
|   (2, 3, 0, True, True, False, False, False, True)  |  Actions.RIGHT  |  -0.76  |
|   (2, 4, 0, True, True, False, False, False, True)  |   Actions.LEFT  |  -0.51  |
|   (2, 4, 0, True, True, False, False, False, True)  |    Actions.UP   |  -0.66  |
|   (1, 4, 0, True, True, False, False, False, True)  |   Actions.LEFT  |  -0.51  |
